time,gFx,gFy,gFz,TgF
0.002008,-0.1941,0.3366,0.8979,0.978
0.002315,-0.2014,0.3302,0.8871,0.968
0.002496,-0.2068,0.3327,0.8788,0.962
0.002660,-0.2122,0.3293,0.8671,0.951
0.002814,-0.2132,0.3254,0.8544,0.939
0.005274,-0.2141,0.3166,0.8471,0.929
0.010365,-0.2224,0.3122,0.8437,0.927
0.010672,-0.2283,0.3014,0.8524,0.933
0.011871,-0.2346,0.2956,0.8622,0.941
0.015527,-0.2366,0.2896,0.8822,0.958
0.015779,-0.2439,0.2892,0.9062,0.982
0.021900,-0.2459,0.2852,0.9262,1.000
0.026063,-0.2429,0.2838,0.9409,1.012
0.026318,-0.2425,0.2852,0.9575,1.028
0.026483,-0.2376,0.2852,0.9824,1.050
0.030380,-0.2283,0.2862,0.9946,1.060
0.030628,-0.2166,0.2872,1.0112,1.073
0.034097,-0.2044,0.2882,1.0307,1.090
0.042545,-0.1868,0.2916,1.0425,1.099
0.043528,-0.1707,0.2911,1.0518,1.105
0.044204,-0.1501,0.2896,1.0577,1.107
0.045762,-0.1286,0.2887,1.0640,1.110
0.046012,-0.1057,0.2911,1.0582,1.103
0.049211,-0.0881,0.2951,1.0464,1.091
0.052920,-0.0612,0.3009,1.0494,1.093
0.053126,-0.0402,0.3034,1.0205,1.065
0.056460,-0.0255,0.3024,0.9961,1.041
0.060159,-0.0079,0.3131,0.9765,1.026
0.060393,0.0067,0.3166,0.9526,1.004
0.063717,0.0258,0.3166,0.9272,0.980
0.067393,0.0389,0.3239,0.9052,0.962
0.067654,0.0463,0.3170,0.8935,0.949
0.072124,0.0385,0.2916,0.8988,0.946
0.075477,0.0521,0.3004,0.9541,1.002
0.076165,0.0566,0.3004,1.0010,1.047
0.078874,0.0678,0.2990,1.0283,1.073
0.082591,0.0712,0.3014,1.0268,1.073
0.082776,0.0654,0.2990,1.0249,1.070
0.086246,0.0659,0.3029,1.0224,1.068
0.091651,0.0659,0.3112,1.0151,1.064
0.091884,0.0561,0.3170,0.9897,1.041
0.093981,0.0556,0.3288,1.0044,1.058
0.099116,0.0712,0.3087,0.9995,1.049
0.099365,0.0615,0.2970,0.9927,1.038
0.101334,0.0262,0.3214,0.9707,1.023
0.105186,-0.0060,0.3454,0.9707,1.030
0.105738,-0.0197,0.3273,0.9375,0.993
0.109991,-0.0148,0.3014,0.9189,0.967
0.113196,-0.0031,0.2809,0.9184,0.960
0.113535,-0.0182,0.2706,0.8964,0.937
0.116396,-0.0382,0.2574,0.8695,0.908
0.120138,-0.0450,0.2359,0.8490,0.882
0.120466,-0.0441,0.2227,0.8446,0.875
0.125001,-0.0250,0.1886,0.8622,0.883
0.127678,-0.0026,0.1704,0.9013,0.917
0.127947,0.0297,0.1411,0.9301,0.941
0.131146,0.0561,0.1192,0.9585,0.967
0.136152,0.0844,0.0962,0.9751,0.983
0.136470,0.0991,0.0899,0.9775,0.987
0.138733,0.1088,0.0693,0.9936,1.002
0.143211,0.1132,0.0629,0.9936,1.002
0.143503,0.1123,0.0571,0.9897,0.998
0.146394,0.1142,0.0581,0.9775,0.986
0.150769,0.1176,0.0541,0.9590,0.968
0.151029,0.1206,0.0517,0.9370,0.946
0.154046,0.1220,0.0581,0.9233,0.933
0.157973,0.1279,0.0605,0.9086,0.920
0.158321,0.1381,0.0712,0.8988,0.912
0.161217,0.1513,0.0722,0.8944,0.910
0.165195,0.1469,0.0732,0.8808,0.896
0.165551,0.1430,0.0908,0.8773,0.894
0.176188,0.1416,0.1045,0.8725,0.890
0.176516,0.1381,0.1118,0.8642,0.882
0.176681,0.1352,0.1192,0.8515,0.870
0.176828,0.1303,0.1260,0.8471,0.866
0.180375,0.1279,0.1397,0.8412,0.862
0.180908,0.1206,0.1416,0.8393,0.860
0.184184,0.1171,0.1411,0.8158,0.836
0.189319,0.1069,0.1333,0.8148,0.833
0.190105,0.1201,0.1353,0.8412,0.860
0.193705,0.1303,0.1270,0.8690,0.888
0.197690,0.1440,0.1152,0.8959,0.915
0.198055,0.1582,0.1109,0.9287,0.949
0.198817,0.1768,0.1118,0.9575,0.980
0.202814,0.1944,0.1084,0.9678,0.993
0.203180,0.2173,0.1045,0.9585,0.988
0.209330,0.2305,0.0855,0.9272,0.959
0.210138,0.2569,0.0751,0.8993,0.938
0.210404,0.2867,0.0629,0.8710,0.919
0.213994,0.3082,0.0444,0.8451,0.901
0.217914,0.3311,0.0380,0.8192,0.884
0.218230,0.3570,0.0341,0.7713,0.851
0.221138,0.3526,0.0209,0.7259,0.807
0.226920,0.3434,0.0053,0.6834,0.765
0.227253,0.3326,-0.0186,0.6355,0.718
0.228790,0.3126,-0.0524,0.6218,0.698
0.232708,0.2799,-0.1036,0.6321,0.699
0.233032,0.3155,-0.1261,0.6682,0.750
0.236449,0.3487,-0.1560,0.6975,0.795
0.240401,0.3883,-0.2009,0.7337,0.854
0.240720,0.4211,-0.2449,0.7708,0.912
0.244119,0.4523,-0.2810,0.8197,0.977
0.248779,0.4650,-0.3094,0.8749,1.038
0.249160,0.4460,-0.3098,0.9292,1.076
0.251225,0.3947,-0.2825,0.9868,1.100
0.255291,0.3282,-0.2263,1.0674,1.139
0.255633,0.2564,-0.1648,1.1520,1.192
0.259364,0.1895,-0.0944,1.2296,1.248
0.262972,0.1225,-0.0328,1.2980,1.304
0.263340,0.0844,0.0048,1.3543,1.357
0.266419,0.0732,0.0297,1.4002,1.402
0.277568,0.0673,0.0405,1.4212,1.423
0.278040,0.0986,0.0517,1.4539,1.458
0.278237,0.1220,0.0688,1.4710,1.478
0.278540,0.1518,0.0742,1.4642,1.474
0.278734,0.1851,0.0830,1.4383,1.452
0.281322,0.2188,0.0957,1.3958,1.416
0.285234,0.2554,0.1006,1.3249,1.353
0.285654,0.2760,0.1011,1.2507,1.285
0.288796,0.2999,0.1060,1.1842,1.226
0.293665,0.3199,0.1065,1.1114,1.161
0.294002,0.3419,0.1040,1.0494,1.109
0.296417,0.3683,0.0942,0.9829,1.054
0.300531,0.3937,0.0879,0.9341,1.017
0.300832,0.4015,0.0874,0.8876,0.978
0.303975,0.4133,0.0933,0.8388,0.940
0.307936,0.4147,0.0938,0.7913,0.898
0.308296,0.4162,0.1157,0.7669,0.880
0.311470,0.4225,0.1030,0.7161,0.838
0.315307,0.4264,0.0820,0.6712,0.799
0.315580,0.4113,0.0874,0.6296,0.757
0.323168,0.3883,0.1045,0.6061,0.727
0.323668,0.3595,0.1235,0.5886,0.701
0.323849,0.3375,0.1382,0.5798,0.685
0.326732,0.3131,0.1504,0.5554,0.655
0.331315,0.3004,0.1524,0.5427,0.639
0.331622,0.2799,0.1587,0.5261,0.617
0.335825,0.2603,0.1597,0.5143,0.598
0.339179,0.2281,0.1729,0.5021,0.578
0.339793,0.2110,0.1719,0.4986,0.568
0.344898,0.1831,0.1685,0.4845,0.545
0.345380,0.1562,0.1719,0.4679,0.522
0.345825,0.1464,0.1646,0.4552,0.506
0.350941,0.1284,0.1572,0.4264,0.472
0.354368,0.1074,0.1504,0.3897,0.431
0.354875,0.0903,0.1416,0.3570,0.395
0.356976,0.0688,0.1323,0.3291,0.361
0.360680,0.0443,0.1328,0.3218,0.351
0.360986,0.0331,0.1138,0.3472,0.367
0.363855,0.0096,0.1148,0.3306,0.350
0.368182,-0.0353,0.1245,0.3037,0.330
0.368537,-0.0598,0.1270,0.2861,0.319
0.377188,-0.0881,0.1314,0.2793,0.321
0.377874,-0.1135,0.1318,0.2773,0.327
0.378063,-0.1462,0.1387,0.2920,0.355
0.379465,-0.1834,0.1577,0.3194,0.401
0.382617,-0.2312,0.1704,0.3438,0.448
0.382905,-0.2532,0.1876,0.3755,0.490
0.386345,-0.2704,0.1959,0.4137,0.532
0.392380,-0.3001,0.2115,0.4444,0.576
0.392730,-0.3221,0.2301,0.4786,0.621
0.394003,-0.3153,0.2247,0.5168,0.646
0.398688,-0.2909,0.1978,0.5461,0.650
