time,gFx,gFy,gFz,TgF
0.001435,-0.1032,0.2603,0.8637,0.908
0.001933,-0.1057,0.2599,0.8690,0.913
0.002280,-0.1042,0.2706,0.8734,0.920
0.002573,-0.1062,0.2745,0.8847,0.932
0.010868,-0.1022,0.2809,0.9066,0.955
0.011225,-0.0969,0.2921,0.9355,0.985
0.011391,-0.0939,0.2951,0.9599,1.009
0.014058,-0.0881,0.3053,0.9834,1.033
0.014345,-0.0842,0.3068,0.9995,1.049
0.018173,-0.0749,0.3107,1.0141,1.063
0.022089,-0.0676,0.3117,1.0239,1.072
0.022357,-0.0666,0.3131,1.0381,1.086
0.026610,-0.0651,0.3141,1.0372,1.086
0.029063,-0.0588,0.3122,1.0415,1.089
0.029354,-0.0573,0.3136,1.0425,1.090
0.032046,-0.0563,0.3131,1.0474,1.095
0.036551,-0.0504,0.3107,1.0484,1.095
0.036832,-0.0490,0.3068,1.0459,1.091
0.040257,-0.0431,0.3029,1.0406,1.085
0.044237,-0.0387,0.2985,1.0259,1.069
0.044512,-0.0367,0.2975,1.0171,1.060
0.047579,-0.0314,0.2965,1.0000,1.043
0.051712,-0.0328,0.3000,0.9912,1.036
0.052185,-0.0284,0.2970,0.9692,1.014
0.055853,-0.0275,0.2911,0.9511,0.995
0.059608,-0.0255,0.2911,0.9492,0.993
0.060060,-0.0226,0.2887,0.9536,0.997
0.064089,-0.0221,0.2882,0.9629,1.005
0.066541,-0.0182,0.2828,0.9687,1.009
0.067604,-0.0118,0.2882,0.9741,1.016
0.070870,-0.0114,0.2887,0.9839,1.025
0.074095,-0.0123,0.2961,0.9897,1.033
0.074565,-0.0084,0.3034,0.9824,1.028
0.078317,-0.0031,0.3034,0.9819,1.028
0.081626,0.0028,0.3058,0.9721,1.019
0.082233,-0.0001,0.2862,0.9609,1.003
0.085533,-0.0016,0.2423,0.9438,0.974
0.089507,0.0072,0.2457,0.9824,1.013
0.090264,0.0013,0.2501,1.0185,1.049
0.093156,0.0365,0.2511,1.0229,1.054
0.097421,0.0453,0.2540,1.0078,1.040
0.098159,0.0458,0.2608,1.0132,1.047
0.099668,0.0409,0.2745,1.0445,1.081
0.113508,0.0170,0.3229,1.0992,1.146
0.114172,0.0067,0.3205,1.1050,1.151
0.114485,-0.0011,0.3136,1.1016,1.145
0.114727,-0.0157,0.3283,1.1045,1.152
0.114926,-0.0265,0.3278,1.1070,1.155
0.115124,-0.0421,0.3190,1.0865,1.133
0.120355,-0.0324,0.3195,1.0894,1.136
0.120678,-0.0211,0.3112,1.1168,1.159
0.122712,-0.0084,0.3039,1.1089,1.150
0.127092,0.0116,0.2911,1.0948,1.133
0.127383,0.0321,0.2804,1.0796,1.116
0.130284,0.0409,0.2618,1.0757,1.108
0.134603,0.0546,0.2452,1.0748,1.104
0.134948,0.0605,0.2306,1.0582,1.085
0.138183,0.0688,0.2159,1.0312,1.056
0.142138,0.0771,0.2091,0.9980,1.023
0.142502,0.0937,0.1964,0.9746,0.999
0.145327,0.1118,0.1856,0.9516,0.976
0.149021,0.1250,0.1768,0.9223,0.947
0.149350,0.1289,0.2052,0.8710,0.904
0.152392,0.1191,0.1969,0.8647,0.895
0.156544,0.1279,0.1851,0.8876,0.916
0.157024,0.1372,0.1817,0.8798,0.909
0.160830,0.1557,0.1646,0.8720,0.901
0.163471,0.1695,0.1485,0.8563,0.885
0.163822,0.1729,0.1362,0.8461,0.874
0.168204,0.1675,0.0913,0.8334,0.855
0.171670,0.1904,0.0429,0.8222,0.845
0.172176,0.2031,0.0239,0.8607,0.885
0.175457,0.2085,0.0078,0.8573,0.882
0.179257,0.2139,-0.0030,0.8261,0.853
0.179740,0.2061,-0.0128,0.8011,0.827
0.183660,0.1714,-0.0582,0.7899,0.810
0.189975,0.1597,-0.0582,0.7767,0.795
0.190621,0.1450,-0.0529,0.7669,0.782
0.190899,0.1230,-0.0387,0.7528,0.764
0.194153,0.0971,-0.0255,0.7430,0.750
0.194540,0.0668,-0.0098,0.7454,0.748
0.198841,0.0394,0.0082,0.7645,0.766
0.201135,0.0145,0.0307,0.8026,0.803
0.201559,-0.0099,0.0581,0.8637,0.866
0.211522,-0.0201,0.0747,0.9380,0.941
0.212064,-0.0314,0.1065,1.0210,1.027
0.212365,-0.0407,0.1333,1.0928,1.102
0.212644,-0.0465,0.1655,1.1486,1.161
0.216211,-0.0549,0.1993,1.2003,1.218
0.216477,-0.0607,0.2320,1.2306,1.254
0.219331,-0.0685,0.2633,1.2502,1.279
0.223754,-0.0783,0.2852,1.2551,1.289
0.224203,-0.0876,0.3141,1.2634,1.305
0.229240,-0.0983,0.3390,1.2668,1.315
0.230908,-0.1076,0.3678,1.2477,1.305
0.231296,-0.1223,0.3888,1.2350,1.301
0.237595,-0.1359,0.4011,1.2174,1.289
0.239602,-0.1447,0.4055,1.1964,1.272
0.240029,-0.1560,0.3781,1.1671,1.237
0.242944,-0.1736,0.3341,1.1192,1.181
0.247929,-0.1472,0.3009,1.1348,1.183
0.248345,-0.1286,0.2408,1.1407,1.173
0.251207,-0.1018,0.1709,1.1368,1.154
0.253715,-0.0817,0.1089,1.1304,1.139
0.254408,-0.0588,0.0522,1.1172,1.120
0.258150,-0.0162,0.0082,1.1158,1.116
0.260869,0.0389,-0.0294,1.1055,1.107
0.261325,0.0976,-0.0685,1.0840,1.091
0.265459,0.1464,-0.0856,1.0513,1.065
0.268614,0.1968,-0.1076,1.0195,1.044
0.269051,0.2442,-0.1242,0.9848,1.022
0.277320,0.2896,-0.1340,0.9365,0.989
0.277768,0.3028,-0.1491,0.8944,0.956
0.278195,0.2721,-0.1984,0.8314,0.897
0.280259,0.2617,-0.2063,0.7699,0.839
0.283922,0.2554,-0.2199,0.7440,0.817
0.284348,0.2603,-0.2273,0.7425,0.819
0.295023,0.2750,-0.2434,0.7410,0.827
0.295730,0.3043,-0.2664,0.7415,0.845
0.296044,0.3258,-0.2542,0.7772,0.880
0.296327,0.3258,-0.2258,0.8021,0.895
0.298993,0.3106,-0.1691,0.8143,0.888
0.299396,0.2877,-0.1095,0.8128,0.869
0.303217,0.2701,-0.0509,0.8471,0.891
0.306202,0.2544,0.0068,0.8900,0.926
0.306624,0.2276,0.0605,0.9023,0.932
0.312527,0.2012,0.1079,0.9008,0.929
0.318169,0.1724,0.1485,0.8910,0.920
0.318718,0.1469,0.1695,0.8734,0.902
0.319018,0.1235,0.1939,0.8856,0.915
0.321661,0.1030,0.2115,0.8979,0.928
0.322805,0.1010,0.2105,0.9145,0.944
0.324493,0.0932,0.2052,0.9193,0.947
0.328285,0.0590,0.2061,0.9428,0.967
0.328630,0.0306,0.2091,0.9341,0.958
0.331981,0.0028,0.2022,0.9130,0.935
0.335772,-0.0978,0.1670,0.7327,0.758
0.336468,-0.0920,0.1631,0.7757,0.798
0.340666,-0.0475,0.1602,0.8075,0.825
0.344038,0.0267,0.1255,0.8490,0.859
0.344519,0.0311,0.0938,0.7835,0.790
0.348303,0.0375,0.0659,0.7303,0.734
0.352131,0.0345,0.0512,0.6985,0.701
0.352606,0.0429,0.0473,0.6907,0.694
0.355776,0.0487,0.0468,0.6956,0.699
0.359953,0.0521,0.0522,0.6990,0.703
0.360417,0.0537,0.0571,0.6912,0.696
0.362267,0.0581,0.0659,0.6917,0.697
0.367020,0.0497,0.0825,0.6936,0.700
0.367491,0.0453,0.0991,0.6926,0.701
0.372863,0.0482,0.1162,0.7122,0.723
0.373394,0.0502,0.1289,0.7293,0.742
0.373697,0.0537,0.1402,0.7127,0.728
0.378459,0.0629,0.1450,0.6790,0.697
0.382762,0.0756,0.1460,0.6467,0.667
0.383304,0.0883,0.1441,0.6150,0.638
0.385903,0.0927,0.1441,0.5861,0.611
0.397505,0.1005,0.1445,0.5612,0.588
0.398426,0.0932,0.1421,0.5446,0.571
0.398780,0.0834,0.1426,0.5339,0.559
0.399126,0.0644,0.1460,0.5212,0.545
0.399414,0.0492,0.1504,0.5104,0.534
0.399694,0.0165,0.1494,0.4962,0.518
0.404854,-0.0016,0.1538,0.4796,0.504
0.405519,-0.0182,0.1528,0.4674,0.492
0.407716,-0.0382,0.1533,0.4576,0.484
0.413168,-0.0554,0.1577,0.4483,0.478
0.413497,-0.0705,0.1553,0.4376,0.470
0.416153,-0.0695,0.1514,0.4234,0.455
0.418431,-0.0788,0.1494,0.4098,0.443
0.418797,-0.0900,0.1509,0.3976,0.435
0.426136,-0.0900,0.1533,0.3838,0.423
0.426467,-0.0915,0.1436,0.3672,0.405
0.426680,-0.1057,0.1436,0.3584,0.400
0.431104,-0.1145,0.1411,0.3443,0.389
0.433949,-0.1179,0.1377,0.3428,0.388
0.434309,-0.1184,0.1284,0.3438,0.386
0.438451,-0.1276,0.1279,0.3389,0.384
0.441380,-0.1481,0.1235,0.3477,0.398
0.441768,-0.1663,0.1231,0.3521,0.408
0.444885,-0.2112,0.1279,0.2758,0.370
0.448958,-0.2517,0.1416,0.1576,0.329
0.449302,-0.2948,0.1641,0.0340,0.339
0.454424,-0.3094,0.1851,0.0589,0.365
0.457092,-0.3143,0.1978,0.1815,0.413
0.457544,-0.2845,0.1988,0.3018,0.460
0.460635,-0.2400,0.1861,0.3721,0.480
0.464668,-0.1887,0.1572,0.4078,0.476
0.465132,-0.1345,0.1275,0.4269,0.465
0.468381,-0.0915,0.0933,0.4444,0.463
0.471045,-0.0494,0.0551,0.4781,0.484
0.471832,-0.0070,0.0190,0.5304,0.531
0.474454,0.0341,-0.0137,0.5876,0.589
0.480633,0.0610,-0.0411,0.6370,0.641
0.481080,0.0815,-0.0621,0.6633,0.671
0.484073,0.1010,-0.0739,0.6868,0.698
0.488950,0.1181,-0.0827,0.6995,0.714
0.489696,0.1313,-0.0875,0.7215,0.739
0.490267,0.1528,-0.0934,0.7445,0.766
0.495059,0.1738,-0.0973,0.7713,0.797
0.495552,0.2031,-0.1051,0.7957,0.828
0.498603,0.2300,-0.1207,0.7733,0.816
0.502040,0.2730,-0.1203,0.7943,0.848
0.502591,0.3321,-0.1237,0.8133,0.887
0.511974,0.3908,-0.1256,0.8412,0.936
0.512674,0.4342,-0.1330,0.8778,0.988
0.512945,0.4460,-0.1374,0.9326,1.043
0.513187,0.4396,-0.1491,0.9858,1.090
0.518154,0.4308,-0.1521,1.0347,1.131
0.518620,0.4250,-0.1589,1.0801,1.172
0.525705,0.4342,-0.1525,1.1221,1.213
0.526559,0.4548,-0.1398,1.1725,1.265
0.526863,0.4772,-0.1271,1.2512,1.345
0.527114,0.4846,-0.1325,1.3088,1.402
0.531146,0.4767,-0.1462,1.2839,1.377
0.531413,0.4689,-0.1564,1.2218,1.318
0.535562,0.4738,-0.1760,1.1945,1.297
