time,gFx,gFy,gFz,TgF
0.004162,-0.0309,0.2784,1.0068,1.045
0.004482,-0.0372,0.2799,1.0190,1.057
0.004679,-0.0319,0.2833,1.0342,1.073
0.004872,-0.0255,0.2828,1.0518,1.089
0.005062,-0.0172,0.2794,1.0748,1.111
0.005259,-0.0099,0.2774,1.0958,1.130
0.005437,-0.0045,0.2774,1.1085,1.143
0.015073,0.0004,0.2740,1.1163,1.149
0.015472,0.0043,0.2686,1.1211,1.153
0.015806,0.0072,0.2677,1.1207,1.152
0.016042,0.0057,0.2642,1.1211,1.152
0.016271,0.0096,0.2550,1.1192,1.148
0.016518,0.0077,0.2511,1.1128,1.141
0.016733,0.0101,0.2423,1.1050,1.131
0.016935,0.0077,0.2359,1.0904,1.116
0.018657,0.0048,0.2242,1.0748,1.098
0.022166,0.0028,0.2169,1.0572,1.079
0.022474,-0.0016,0.2013,1.0396,1.059
0.025992,-0.0060,0.1944,1.0215,1.040
0.033517,-0.0089,0.1826,0.9956,1.012
0.034022,-0.0216,0.1763,0.9824,0.998
0.034288,-0.0265,0.1690,0.9643,0.979
0.038275,-0.0328,0.1670,0.9546,0.970
0.038560,-0.0441,0.1675,0.9497,0.965
0.041550,-0.0539,0.1641,0.9438,0.959
0.045394,-0.0583,0.1631,0.9453,0.961
0.045829,-0.0568,0.1636,0.9463,0.962
0.057637,-0.0524,0.1616,0.9463,0.961
0.058255,-0.0460,0.1636,0.9502,0.965
0.058543,-0.0514,0.1641,0.9453,0.961
0.058813,-0.0554,0.1719,0.9380,0.955
0.061160,-0.0583,0.1758,0.9365,0.955
0.061709,-0.0612,0.1831,0.9306,0.950
0.065145,-0.0612,0.1802,0.9233,0.943
0.068836,-0.0627,0.1890,0.9184,0.940
0.069341,-0.0554,0.2032,0.9115,0.936
0.072676,-0.0519,0.2076,0.9052,0.930
0.076437,-0.0475,0.2120,0.9008,0.927
0.076944,-0.0455,0.2183,0.8954,0.923
0.080632,-0.0475,0.2335,0.8852,0.917
0.090226,-0.0348,0.2296,0.8754,0.906
0.090859,-0.0363,0.2310,0.8681,0.899
0.091171,-0.0324,0.2359,0.8622,0.894
0.091444,-0.0245,0.2428,0.8471,0.882
0.091815,-0.0182,0.2437,0.8402,0.875
0.094913,-0.0162,0.2501,0.8539,0.890
0.098237,-0.0133,0.2501,0.8412,0.878
0.098869,-0.0079,0.2569,0.8446,0.883
0.101303,-0.0001,0.2574,0.8710,0.908
0.106166,0.0126,0.2559,0.9140,0.949
0.106615,0.0262,0.2569,0.9687,1.003
0.109782,0.0468,0.2574,1.0268,1.060
0.118708,0.0610,0.2603,1.0752,1.108
0.119323,0.0747,0.2672,1.1085,1.143
0.119626,0.0761,0.3019,1.1769,1.217
0.120291,0.0781,0.2931,1.1544,1.194
0.120629,0.0805,0.2911,1.1515,1.190
0.125368,0.0698,0.2892,1.1407,1.179
0.128742,0.0581,0.3083,1.1221,1.165
0.129275,0.0532,0.3004,1.0943,1.136
0.132640,0.0487,0.2833,1.0870,1.124
0.142481,0.0551,0.2642,1.0782,1.111
0.143027,0.0966,0.2672,1.1045,1.140
0.143401,0.1074,0.2696,1.1251,1.162
0.143795,0.0981,0.2506,1.0762,1.109
0.144112,0.0839,0.2364,1.0430,1.073
