time,gFx,gFy,gFz,TgF
0.001557,-0.0265,0.1426,1.0049,1.015
0.002086,-0.0143,0.1455,1.0224,1.033
0.002387,0.0013,0.1460,1.0406,1.051
0.005859,0.0136,0.1489,1.0562,1.067
0.006416,0.0223,0.1445,1.0801,1.090
0.006666,0.0297,0.1367,1.0923,1.101
0.024245,0.0419,0.1387,1.0972,1.107
0.024858,0.0537,0.1367,1.1099,1.120
0.025170,0.0615,0.1353,1.1226,1.132
0.025429,0.0742,0.1348,1.1280,1.138
0.025684,0.0830,0.1309,1.1299,1.141
0.026090,0.0927,0.1323,1.1275,1.139
0.026408,0.0966,0.1333,1.1324,1.144
0.026712,0.1025,0.1362,1.1275,1.140
0.041893,0.1083,0.1431,1.1294,1.144
0.042658,0.1054,0.1441,1.1246,1.139
0.042978,0.1176,0.1421,1.1251,1.140
0.043267,0.1142,0.1504,1.1221,1.138
0.043540,0.0957,0.1533,1.1055,1.120
0.043775,0.0864,0.1602,1.0821,1.097
0.044277,0.0820,0.1641,1.0669,1.083
0.049179,0.0790,0.1778,1.0528,1.071
0.049670,0.0830,0.1846,1.0435,1.063
0.051675,0.0898,0.1925,1.0278,1.050
0.057243,0.0991,0.1969,1.0161,1.040
0.057748,0.1171,0.2061,1.0132,1.041
0.060443,0.1259,0.2076,1.0176,1.046
0.077305,0.1455,0.2091,1.0215,1.053
0.078041,0.1552,0.2169,1.0347,1.069
0.078425,0.1680,0.2223,1.0239,1.061
0.078751,0.1753,0.2203,1.0088,1.047
0.079032,0.1714,0.2257,0.9858,1.026
0.079304,0.1602,0.2164,0.9482,0.986
0.079566,0.1543,0.2130,0.9179,0.955
0.079852,0.1455,0.2003,0.8940,0.928
0.083359,0.1396,0.1915,0.8710,0.903
0.087246,0.1333,0.1856,0.8568,0.887
0.087735,0.1196,0.1782,0.8397,0.867
0.091705,0.1093,0.1768,0.8236,0.849
0.094290,0.0927,0.1841,0.8040,0.830
0.094833,0.0825,0.1826,0.7913,0.816
0.098307,0.0732,0.1734,0.7884,0.811
0.105851,0.0712,0.1670,0.7879,0.809
0.106333,0.0492,0.1333,0.7894,0.802
0.106575,0.0576,0.1192,0.8280,0.839
0.108369,0.0644,0.1192,0.9140,0.924
0.108631,0.0688,0.1133,1.0039,1.013
0.112324,0.0815,0.1099,1.0591,1.068
0.115918,0.0966,0.1094,1.0997,1.109
0.116614,0.1098,0.1113,1.1338,1.145
0.118996,0.1147,0.1138,1.1652,1.176
0.123258,0.1181,0.1226,1.1837,1.196
0.123980,0.1245,0.1362,1.2003,1.214
0.129823,0.1220,0.1499,1.2067,1.222
0.130904,0.1225,0.1631,1.2008,1.218
0.131274,0.1157,0.1782,1.1935,1.212
0.134414,0.1157,0.1910,1.1754,1.196
0.147332,0.1201,0.2052,1.1554,1.180
