time,gFx,gFy,gFz,TgF
0.003748,-0.1506,0.3488,0.9233,0.998
0.004086,-0.1452,0.3503,0.9267,1.001
0.004309,-0.1359,0.3483,0.9292,1.002
0.004499,-0.1301,0.3473,0.9404,1.011
0.004671,-0.1223,0.3507,0.9551,1.025
0.004813,-0.1081,0.3493,0.9697,1.036
0.004973,-0.1027,0.3483,0.9941,1.058
0.005144,-0.0886,0.3488,1.0151,1.077
0.005295,-0.0822,0.3449,1.0367,1.096
0.005441,-0.0661,0.3463,1.0582,1.115
0.005584,-0.0549,0.3463,1.0796,1.135
0.007380,-0.0446,0.3390,1.0997,1.152
0.010544,-0.0348,0.3434,1.1094,1.162
0.013125,-0.0255,0.3463,1.1158,1.169
0.013383,-0.0167,0.3429,1.1182,1.170
0.016778,-0.0079,0.3434,1.1138,1.166
0.020686,-0.0021,0.3351,1.1148,1.164
0.020937,0.0043,0.3356,1.1060,1.156
0.024137,0.0101,0.3288,1.0962,1.145
0.027987,0.0116,0.3219,1.0840,1.131
0.028208,0.0116,0.3195,1.0718,1.118
0.032122,0.0067,0.3122,1.0557,1.101
0.035801,0.0092,0.3029,1.0430,1.086
0.036317,0.0062,0.2936,1.0298,1.071
0.039172,0.0004,0.2862,1.0229,1.062
0.042931,-0.0040,0.2789,1.0132,1.051
0.043202,-0.0192,0.2862,0.9975,1.038
0.047989,-0.0250,0.2975,0.9775,1.022
0.051973,-0.0314,0.2951,0.9629,1.008
0.052390,-0.0367,0.3029,0.9555,1.003
0.054381,-0.0446,0.3000,0.9472,0.995
0.058102,-0.0549,0.3087,0.9370,0.988
0.058490,-0.0642,0.3131,0.9345,0.988
0.062415,-0.0715,0.3190,0.9365,0.992
0.067401,-0.0798,0.3219,0.9409,0.998
0.070077,-0.0861,0.3205,0.9448,1.001
0.070526,-0.0925,0.3283,0.9492,1.009
0.074365,-0.0969,0.3297,0.9565,1.016
0.074761,-0.0959,0.3297,0.9663,1.025
0.077418,-0.0959,0.3361,0.9770,1.038
0.080891,-0.0954,0.3376,0.9790,1.040
0.081330,-0.0959,0.3341,0.9853,1.045
0.092287,-0.0920,0.3327,0.9868,1.045
0.092814,-0.0891,0.3317,0.9834,1.042
0.093115,-0.0876,0.3351,0.9848,1.044
0.093411,-0.0827,0.3293,0.9800,1.037
0.096451,-0.0822,0.3263,0.9829,1.039
0.096867,-0.0812,0.3195,0.9775,1.032
0.100296,-0.0778,0.3190,0.9804,1.034
0.107973,-0.0739,0.3141,0.9800,1.032
0.108434,-0.0725,0.3078,0.9834,1.033
0.108729,-0.0715,0.3073,0.9824,1.032
0.111502,-0.0685,0.3073,0.9902,1.039
0.112108,-0.0627,0.3039,0.9917,1.039
0.117042,-0.0602,0.3073,1.0019,1.050
0.118925,-0.0583,0.3063,1.0034,1.051
0.119350,-0.0563,0.3044,1.0039,1.051
0.122290,-0.0529,0.3092,1.0127,1.060
0.126632,-0.0534,0.3141,1.0180,1.067
0.127021,-0.0499,0.3136,1.0283,1.076
0.129983,-0.0480,0.3156,1.0273,1.076
0.134575,-0.0494,0.3190,1.0288,1.078
0.134946,-0.0465,0.3224,1.0332,1.083
0.137551,-0.0441,0.3224,1.0367,1.087
0.141053,-0.0402,0.3224,1.0381,1.088
0.141469,-0.0309,0.3210,1.0508,1.099
0.145062,-0.0338,0.3297,1.0420,1.093
0.148279,-0.0319,0.3268,1.0312,1.082
0.148622,-0.0304,0.3283,1.0220,1.074
0.152609,-0.0265,0.3376,1.0049,1.060
0.156716,-0.0294,0.3351,0.9941,1.049
0.157138,-0.0304,0.3415,0.9839,1.042
0.159138,-0.0314,0.3415,0.9790,1.037
0.164118,-0.0304,0.3395,0.9770,1.035
0.164547,-0.0324,0.3459,0.9761,1.036
0.178218,-0.0324,0.3390,0.9717,1.030
0.178996,-0.0367,0.3400,0.9736,1.032
0.179437,-0.0372,0.3351,0.9765,1.033
0.180063,-0.0387,0.3341,0.9770,1.033
0.180525,-0.0421,0.3337,0.9814,1.037
0.180949,-0.0436,0.3288,0.9765,1.031
0.187364,-0.0450,0.3254,0.9800,1.034
0.188132,-0.0480,0.3219,0.9765,1.029
0.188576,-0.0465,0.3244,0.9780,1.031
0.189134,-0.0460,0.3205,0.9785,1.031
0.193388,-0.0460,0.3239,0.9765,1.030
0.193898,-0.0407,0.3234,0.9707,1.024
0.197575,-0.0397,0.3229,0.9717,1.025
0.200578,-0.0377,0.3234,0.9697,1.023
0.200837,-0.0358,0.3244,0.9687,1.022
0.204169,-0.0333,0.3239,0.9673,1.021
0.207833,-0.0314,0.3258,0.9731,1.027
0.208104,-0.0275,0.3293,0.9712,1.026
0.211808,-0.0216,0.3283,0.9721,1.026
0.215508,-0.0211,0.3302,0.9707,1.026
0.216440,-0.0104,0.3273,0.9726,1.026
0.219283,-0.0079,0.3249,0.9746,1.027
0.223110,-0.0045,0.3229,0.9770,1.029
0.223470,-0.0045,0.3244,0.9853,1.037
0.226720,0.0038,0.3249,0.9980,1.050
0.231063,0.0096,0.3244,1.0073,1.058
0.231523,0.0096,0.3258,1.0185,1.069
0.234264,0.0145,0.3234,1.0190,1.069
0.238037,0.0189,0.3234,1.0195,1.070
0.238415,0.0209,0.3214,1.0215,1.071
0.241643,0.0258,0.3200,1.0171,1.067
0.245515,0.0248,0.3185,1.0137,1.063
0.245856,0.0253,0.3180,1.0097,1.059
0.250230,0.0189,0.3107,0.9941,1.042
0.253364,0.0150,0.3044,0.9824,1.029
0.253719,0.0072,0.3048,0.9834,1.030
0.256768,0.0038,0.3063,0.9746,1.022
0.260446,-0.0040,0.3029,0.9712,1.017
0.260801,-0.0133,0.2990,0.9736,1.019
0.272480,-0.0206,0.3004,0.9741,1.020
0.273020,-0.0309,0.3034,0.9790,1.025
0.273317,-0.0436,0.3048,0.9780,1.025
0.273628,-0.0509,0.3107,0.9883,1.037
0.275484,-0.0578,0.3122,0.9936,1.043
0.276027,-0.0729,0.3185,1.0029,1.055
0.279186,-0.0788,0.3234,1.0190,1.072
0.284591,-0.0842,0.3302,1.0283,1.083
0.285334,-0.0900,0.3307,1.0273,1.083
0.286867,-0.0915,0.3327,1.0307,1.087
0.292316,-0.0925,0.3322,1.0367,1.093
0.292695,-0.0900,0.3346,1.0352,1.092
0.296346,-0.1047,0.3078,1.0146,1.065
0.298358,-0.0939,0.3166,1.0141,1.067
0.299004,-0.0905,0.3219,1.0205,1.074
0.301910,-0.0837,0.3190,0.9936,1.047
0.306307,-0.0739,0.3268,0.9599,1.017
0.306736,-0.0651,0.3254,0.9448,1.001
0.310273,-0.0529,0.3229,0.9331,0.989
0.314491,-0.0416,0.3239,0.9140,0.971
0.314917,-0.0187,0.3195,0.9032,0.958
0.317419,0.0009,0.3092,0.8959,0.948
0.322465,0.0170,0.3156,0.8905,0.945
0.322897,0.0267,0.3102,0.8940,0.947
0.324627,0.0380,0.3092,0.9106,0.962
0.329313,0.0507,0.3151,0.9292,0.982
0.329718,0.0634,0.3136,0.9380,0.991
0.336218,0.0815,0.3146,0.9575,1.011
0.337028,0.1010,0.3136,0.9902,1.044
0.337352,0.1152,0.3107,1.0107,1.064
0.339664,0.1372,0.3034,1.0303,1.083
0.343365,0.1528,0.3034,1.0357,1.090
0.344222,0.1611,0.2911,1.0239,1.077
0.349042,0.1621,0.2779,1.0058,1.056
0.351365,0.1611,0.2701,0.9878,1.037
0.352370,0.1631,0.2642,0.9844,1.032
0.355032,0.1528,0.2603,0.9824,1.028
0.360089,0.1298,0.2472,0.9770,1.016
0.360596,0.0986,0.2354,0.9736,1.007
0.363610,0.0605,0.2242,0.9790,1.006
0.367091,0.0267,0.2120,0.9912,1.014
0.368112,-0.0050,0.2061,1.0019,1.023
0.369695,-0.0294,0.2052,1.0039,1.025
0.373281,-0.0509,0.2003,1.0054,1.026
0.373820,-0.0612,0.1969,1.0117,1.032
0.377268,-0.0690,0.2003,1.0127,1.035
0.380880,-0.0769,0.2047,1.0132,1.036
0.381183,-0.0847,0.2013,1.0220,1.045
0.389203,-0.0935,0.2086,1.0278,1.053
0.389826,-0.1066,0.2056,1.0239,1.050
0.389987,-0.1032,0.2110,1.0362,1.062
0.391671,-0.1096,0.2100,1.0440,1.071
0.396359,-0.1159,0.2193,1.0562,1.085
0.396701,-0.1135,0.2237,1.0557,1.085
0.399314,-0.1066,0.2296,1.0640,1.094
0.403124,-0.0915,0.2354,1.0757,1.105
0.403860,-0.0788,0.2423,1.0889,1.118
0.406720,-0.0632,0.2516,1.1050,1.135
0.411621,-0.0470,0.2559,1.1133,1.143
0.413034,-0.0236,0.2647,1.1177,1.149
0.415393,-0.0074,0.2701,1.1177,1.150
0.418758,0.0067,0.2721,1.1163,1.149
0.421775,0.0204,0.2647,1.1065,1.138
0.422228,0.0404,0.2545,1.0904,1.120
0.425982,0.0537,0.2481,1.0757,1.105
0.426430,0.0595,0.2008,1.0376,1.059
0.429059,0.0766,0.1881,1.0362,1.056
0.434291,0.0825,0.1729,1.0180,1.036
0.434955,0.0908,0.1592,0.9731,0.990
0.437311,0.0957,0.1592,0.9448,0.963
0.441147,0.1040,0.1504,0.9252,0.943
0.441565,0.1162,0.1387,0.9125,0.930
0.444707,0.1259,0.1333,0.9223,0.940
0.449194,0.1376,0.1304,0.9463,0.965
0.449949,0.1445,0.1245,0.9516,0.971
0.453124,0.1367,0.1211,0.9536,0.971
0.458214,0.1328,0.1235,0.9511,0.968
0.458605,0.1157,0.1284,0.9721,0.987
0.458950,0.1025,0.1445,0.9883,1.004
0.463225,0.0893,0.1568,0.9883,1.005
0.463659,0.0634,0.1651,0.9824,0.998
0.469757,0.0507,0.1729,0.9883,1.005
0.470423,0.0424,0.1802,1.0137,1.030
0.470725,0.0385,0.1812,1.0538,1.070
0.474780,0.0419,0.1719,1.0723,1.087
0.478706,0.0487,0.1611,1.0865,1.099
0.479101,0.0507,0.1489,1.0962,1.107
0.485926,0.0664,0.1465,1.1001,1.112
0.486480,0.0771,0.1289,1.0894,1.100
0.486662,0.0869,0.1270,1.0840,1.095
0.491074,0.0927,0.1231,1.0699,1.081
