time,gFx,gFy,gFz,TgF
0.001036,-0.0759,0.4162,0.8520,0.951
0.001296,-0.0783,0.4128,0.8563,0.954
0.001464,-0.0808,0.4089,0.8544,0.951
0.005328,-0.0798,0.4045,0.8500,0.945
0.005637,-0.0788,0.4016,0.8471,0.941
0.008166,-0.0822,0.4011,0.8500,0.943
0.011721,-0.0778,0.4040,0.8559,0.950
0.012173,-0.0734,0.4118,0.8583,0.955
0.014939,-0.0715,0.4109,0.8637,0.959
0.019036,-0.0715,0.4094,0.8705,0.965
0.019309,-0.0734,0.4158,0.8734,0.970
0.022480,-0.0788,0.4167,0.8769,0.974
0.026205,-0.0808,0.4172,0.8881,0.985
0.026516,-0.0886,0.4231,0.8930,0.992
0.038255,-0.0959,0.4221,0.8998,0.999
0.038705,-0.0993,0.4221,0.9076,1.006
0.039006,-0.1091,0.4226,0.9159,1.015
0.039324,-0.1110,0.4197,0.9257,1.022
0.041658,-0.1184,0.4177,0.9443,1.039
0.042119,-0.1247,0.4138,0.9663,1.059
0.046878,-0.1257,0.4167,0.9912,1.083
0.048585,-0.1237,0.4162,1.0107,1.100
0.048947,-0.1213,0.4172,1.0273,1.115
0.053031,-0.1145,0.4167,1.0391,1.125
0.055701,-0.1115,0.4187,1.0474,1.133
0.056308,-0.1081,0.4167,1.0616,1.146
0.060649,-0.1066,0.4192,1.0772,1.161
0.065327,-0.0993,0.4162,1.1011,1.181
0.065853,-0.0935,0.4216,1.1187,1.199
0.069577,-0.0861,0.4201,1.1285,1.207
0.073779,-0.0969,0.4446,1.1456,1.233
0.074270,-0.0930,0.4577,1.1969,1.285
0.074578,-0.0993,0.4538,1.1847,1.273
0.089995,-0.1081,0.4504,1.1652,1.254
0.090845,-0.1096,0.4465,1.1471,1.236
0.091297,-0.1057,0.4421,1.1270,1.215
0.091744,-0.0905,0.4314,1.0987,1.184
0.092296,-0.0676,0.4284,1.0860,1.169
0.092537,-0.0455,0.4294,1.0718,1.156
0.094901,-0.0544,0.4133,1.0464,1.126
0.095403,-0.0685,0.3982,1.0005,1.079
0.097039,-0.0715,0.3825,0.9673,1.043
0.101178,-0.0612,0.3776,0.9463,1.021
0.101525,-0.0494,0.3722,0.9297,1.003
0.104749,-0.0294,0.3615,0.9179,0.987
0.109362,-0.0060,0.3532,0.9066,0.973
0.110822,0.0126,0.3595,0.8959,0.965
0.112568,0.0155,0.3586,0.9066,0.975
0.116855,0.0155,0.3527,0.8998,0.967
0.117142,0.0111,0.3498,0.8852,0.952
0.119216,0.0082,0.3434,0.8769,0.942
0.124502,0.0189,0.3400,0.8690,0.933
0.124790,0.0277,0.3380,0.8647,0.929
0.129468,0.0316,0.3307,0.8681,0.929
0.132785,0.0375,0.3244,0.8813,0.940
0.133251,0.0433,0.3151,0.9096,0.964
0.134013,0.0492,0.3122,0.9385,0.990
0.137885,0.0605,0.3092,0.9785,1.028
0.138248,0.0668,0.3083,0.9985,1.047
0.142769,0.0678,0.3078,1.0195,1.067
0.146090,0.0620,0.3112,1.0342,1.082
0.146601,0.0556,0.3117,1.0523,1.099
0.151166,0.0512,0.3112,1.0640,1.110
0.154019,0.0443,0.3200,1.0816,1.129
0.154461,0.0541,0.3190,1.1182,1.164
0.157777,0.0546,0.3205,1.1490,1.194
0.162461,0.0487,0.3263,1.1569,1.203
0.162989,0.0375,0.3141,1.1564,1.199
0.166515,0.0341,0.3175,1.1549,1.198
0.169549,0.0341,0.3175,1.1539,1.197
0.170063,0.0355,0.3102,1.1280,1.170
0.174770,0.0443,0.3122,1.1163,1.160
0.186913,0.0551,0.3107,1.1011,1.145
0.187485,0.0688,0.3131,1.0879,1.134
0.187787,0.0854,0.3136,1.0796,1.128
0.188178,0.0952,0.3195,1.0718,1.122
0.188441,0.1088,0.3117,1.0572,1.108
0.188695,0.1191,0.2961,1.0332,1.081
0.192544,0.1254,0.2857,1.0362,1.082
0.192983,0.1420,0.2711,1.0401,1.084
0.196382,0.1513,0.2628,1.0327,1.076
0.199273,0.1543,0.2452,1.0254,1.066
0.199739,0.1621,0.2291,1.0151,1.053
0.203148,0.1709,0.2066,1.0176,1.052
0.206194,0.1861,0.1861,1.0312,1.064
0.206544,0.1924,0.1709,1.0420,1.073
0.211849,0.2051,0.1572,1.0440,1.076
0.213791,0.1929,0.1270,1.0484,1.074
0.214193,0.2110,0.1240,1.0298,1.058
0.218672,0.2437,0.1250,1.0430,1.078
0.221730,0.2613,0.1167,1.0547,1.093
0.222180,0.2598,0.1069,1.0273,1.065
0.225461,0.2451,0.1011,1.0034,1.038
0.229448,0.2412,0.0996,0.9980,1.032
0.229924,0.2388,0.1001,0.9897,1.023
0.232796,0.2354,0.0962,0.9927,1.025
0.236581,0.2456,0.0996,1.0024,1.037
0.237289,0.2574,0.1167,1.0141,1.053
0.240263,0.2627,0.1231,1.0372,1.077
0.244374,0.2632,0.1255,1.0586,1.098
0.245963,0.2569,0.1328,1.0938,1.131
