time,gFx,gFy,gFz,TgF
0.004897,0.1547,0.1582,1.1036,1.126
0.005250,0.1621,0.1592,1.1080,1.131
0.005682,0.1714,0.1602,1.1163,1.141
0.005973,0.1738,0.1655,1.1241,1.149
0.006188,0.1753,0.1631,1.1348,1.160
0.006344,0.1787,0.1685,1.1437,1.170
0.006515,0.1826,0.1631,1.1442,1.170
0.006665,0.1773,0.1558,1.1456,1.170
0.006855,0.1734,0.1528,1.1510,1.174
0.007030,0.1631,0.1524,1.1471,1.169
0.007196,0.1552,0.1499,1.1486,1.169
0.007350,0.1450,0.1489,1.1427,1.161
0.007505,0.1337,0.1509,1.1387,1.156
0.007682,0.1186,0.1528,1.1290,1.145
0.007837,0.1064,0.1587,1.1163,1.132
0.007982,0.0966,0.1626,1.1031,1.119
0.008148,0.0825,0.1597,1.0938,1.108
0.008308,0.0698,0.1607,1.0855,1.100
0.008461,0.0605,0.1607,1.0752,1.089
0.008635,0.0497,0.1597,1.0645,1.078
0.008782,0.0419,0.1592,1.0499,1.063
0.013112,0.0316,0.1568,1.0332,1.045
0.013371,0.0209,0.1563,1.0200,1.032
0.016819,0.0116,0.1504,1.0029,1.014
0.025285,0.0033,0.1528,0.9873,0.999
0.025797,-0.0070,0.1597,0.9761,0.989
0.025969,-0.0123,0.1621,0.9697,0.983
0.029983,-0.0187,0.1660,0.9634,0.978
0.030204,-0.0211,0.1724,0.9653,0.981
0.030335,-0.0197,0.1782,0.9585,0.975
0.042044,-0.0148,0.1797,0.9575,0.974
0.042455,-0.0153,0.1821,0.9521,0.970
0.042653,-0.0074,0.1792,0.9487,0.966
0.042979,-0.0040,0.1797,0.9389,0.956
0.043185,0.0043,0.1729,0.9365,0.952
0.045342,0.0140,0.1690,0.9438,0.959
0.051262,0.0306,0.1616,0.9551,0.969
0.051545,0.0472,0.1563,0.9717,0.985
0.060052,0.0673,0.1509,0.9985,1.012
0.060472,0.0913,0.1431,1.0239,1.038
0.060664,0.1103,0.1397,1.0484,1.063
0.060832,0.1337,0.1392,1.0704,1.088
0.065967,0.1557,0.1328,1.0870,1.106
0.066447,0.1851,0.1275,1.1050,1.128
0.069380,0.1948,0.1226,1.1177,1.141
0.072548,0.2051,0.1240,1.1221,1.147
0.073007,0.2061,0.1226,1.1197,1.145
0.076380,0.2066,0.1265,1.1168,1.143
0.079640,0.2051,0.1250,1.1119,1.138
0.081598,0.2114,0.1318,1.1011,1.129
0.084106,0.2066,0.1279,1.0884,1.115
0.087172,0.2031,0.1304,1.0743,1.101
0.087693,0.1914,0.1328,1.0596,1.085
0.092229,0.1768,0.1402,1.0435,1.068
0.095770,0.1591,0.1406,1.0298,1.051
0.096232,0.1391,0.1411,1.0122,1.031
0.099762,0.1210,0.1465,1.0054,1.023
0.103256,0.1059,0.1519,0.9971,1.014
0.103831,0.0981,0.1533,0.9902,1.007
0.107312,0.0869,0.1563,0.9829,0.999
0.111063,0.0747,0.1558,0.9780,0.993
0.111529,0.0707,0.1607,0.9765,0.992
0.114680,0.0639,0.1582,0.9746,0.989
0.117994,0.0581,0.1577,0.9721,0.987
0.118474,0.0541,0.1553,0.9726,0.986
0.123720,0.0507,0.1489,0.9756,0.988
0.126452,0.0507,0.1475,0.9800,0.992
0.126964,0.0502,0.1460,0.9785,0.991
0.129638,0.0477,0.1392,0.9751,0.986
0.133008,0.0487,0.1382,0.9736,0.985
0.133593,0.0482,0.1411,0.9697,0.981
0.143378,0.0468,0.1406,0.9697,0.981
0.144036,0.0448,0.1416,0.9746,0.986
0.144364,0.0433,0.1475,0.9736,0.986
0.144734,0.0468,0.1548,0.9775,0.991
0.146525,0.0472,0.1499,0.9756,0.988
0.146869,0.0482,0.1587,0.9756,0.990
0.151734,0.0526,0.1607,0.9682,0.983
0.156969,0.0497,0.1621,0.9678,0.982
0.157682,0.0546,0.1631,0.9614,0.977
0.158099,0.0566,0.1553,0.9575,0.972
0.162760,0.0610,0.1592,0.9521,0.967
0.163221,0.0634,0.1616,0.9511,0.967
0.167980,0.0732,0.1587,0.9546,0.970
0.171739,0.0707,0.1572,0.9614,0.977
0.172213,0.0810,0.1587,0.9682,0.984
0.172515,0.0913,0.1572,0.9761,0.993
0.177568,0.1035,0.1568,0.9819,1.000
0.178024,0.1108,0.1524,0.9931,1.011
0.181683,0.1250,0.1504,0.9980,1.017
0.184861,0.1391,0.1494,1.0107,1.031
0.186228,0.1552,0.1421,1.0239,1.045
0.197858,0.1719,0.1402,1.0386,1.062
0.198509,0.1802,0.1362,1.0538,1.078
0.198803,0.1895,0.1309,1.0635,1.088
0.199073,0.1948,0.1250,1.0708,1.096
0.201718,0.1988,0.1275,1.0694,1.095
0.202231,0.1948,0.1240,1.0665,1.091
0.205866,0.1880,0.1226,1.0616,1.085
0.206662,0.1812,0.1270,1.0557,1.079
0.207017,0.1714,0.1309,1.0513,1.073
0.211862,0.1591,0.1289,1.0499,1.070
0.216329,0.1499,0.1382,1.0425,1.062
0.216784,0.1342,0.1411,1.0352,1.053
0.228646,0.1206,0.1421,1.0298,1.046
0.229256,0.1098,0.1465,1.0190,1.035
0.229777,0.0981,0.1470,1.0097,1.025
0.230148,0.0908,0.1416,0.9946,1.009
0.230456,0.0790,0.1387,0.9834,0.996
0.230734,0.0722,0.1333,0.9785,0.990
