time,gFx,gFy,gFz,TgF
0.002327604,-0.0637,0.1221,0.9140,0.924
0.003249844,-0.0646,0.1211,0.9032,0.914
0.003696094,-0.0602,0.1231,0.8993,0.910
0.004099688,-0.0588,0.1216,0.8979,0.908
0.004407188,-0.0559,0.1255,0.9052,0.916
0.004698125,-0.0563,0.1275,0.9120,0.923
0.004985886,-0.0544,0.1367,0.9203,0.932
0.005283594,-0.0549,0.1431,0.9355,0.948
0.005578542,-0.0480,0.1514,0.9316,0.945
0.005868802,-0.0490,0.1621,0.9375,0.953
0.014598229,-0.0460,0.1690,0.9399,0.956
0.015229531,-0.0504,0.1743,0.9365,0.954
0.01560599,-0.0499,0.1905,0.9287,0.949
0.019235417,-0.0450,0.2003,0.9189,0.942
0.019815677,-0.0450,0.2056,0.9135,0.937
0.020217344,-0.0480,0.2149,0.8998,0.926
0.029223802,-0.0480,0.2266,0.8871,0.917
0.02976974,-0.0480,0.2364,0.8764,0.909
0.030126927,-0.0436,0.2457,0.8647,0.900
0.03078125,-0.0402,0.2535,0.8505,0.888
0.031191354,-0.0382,0.2559,0.8441,0.883
0.035364792,-0.0377,0.2511,0.8388,0.876
0.047255365,-0.0358,0.2408,0.8231,0.858
0.048143229,-0.0304,0.2325,0.8266,0.859
0.048631094,-0.0304,0.2320,0.8397,0.872
0.049111823,-0.0270,0.2306,0.8539,0.885
0.049544115,-0.0250,0.2310,0.8920,0.922
0.049966979,-0.0226,0.2340,0.9482,0.977
0.055799896,-0.0192,0.2364,1.0210,1.048
0.056540104,-0.0128,0.2413,1.0772,1.104
0.056996094,-0.0065,0.2320,1.1075,1.132
0.061153021,-0.0084,0.2266,1.1236,1.146
0.061698334,-0.0182,0.2223,1.1236,1.146
0.064732136,-0.0319,0.2071,1.1221,1.142
0.069251042,-0.0485,0.1925,1.1226,1.140
0.069788334,-0.0739,0.1802,1.1211,1.138
0.071983906,-0.0920,0.1714,1.1294,1.146
0.076750521,-0.1105,0.1616,1.1461,1.163
0.077263646,-0.1325,0.1572,1.1031,1.122
0.07964875,-0.1550,0.1528,1.0762,1.098
0.083180521,-0.1780,0.1441,1.0508,1.075
0.08396599,-0.1946,0.1416,1.0317,1.059
0.089051354,-0.2014,0.1411,0.9917,1.022
0.093586094,-0.2117,0.1318,0.9590,0.991
0.094142813,-0.2146,0.1162,0.9218,0.954
0.094581511,-0.2068,0.1074,0.8993,0.929
0.09894599,-0.2053,0.0894,0.8808,0.909
0.099813594,-0.1917,0.0727,0.8788,0.902
0.103244479,-0.1731,0.0546,0.8769,0.895
0.107178021,-0.1550,0.0366,0.8808,0.895
0.108111406,-0.1340,0.0200,0.8827,0.893
0.111262865,-0.0935,0.0234,0.8832,0.888
0.115291927,-0.0988,0.0185,0.8798,0.886
0.116142136,-0.1110,0.0107,0.9360,0.943
0.118856406,-0.1042,0.0097,0.9472,0.953
0.121795313,-0.0964,0.0082,0.9521,0.957
0.122587136,-0.0861,-0.0045,0.9643,0.968
0.126277292,-0.0827,-0.0093,0.9658,0.969
0.129696823,-0.0778,-0.0407,0.9604,0.964
0.130567865,-0.0632,-0.0480,0.9438,0.947
0.133664219,-0.0607,-0.0460,0.9365,0.940
0.137924427,-0.0563,-0.0475,0.9106,0.914
0.138949167,-0.0475,-0.0499,0.8773,0.880
0.150882396,-0.0367,-0.0494,0.8554,0.858
0.151992083,-0.0079,-0.0397,0.8456,0.847
0.152594844,-0.0065,-0.0421,0.8427,0.844
0.153129583,-0.0074,-0.0494,0.8676,0.869
0.153676511,-0.0114,-0.0612,0.9071,0.909
0.15415974,-0.0060,-0.0641,0.9678,0.970
0.154757448,-0.0031,-0.0724,1.0171,1.020
0.177482656,-0.0011,-0.0651,1.0567,1.059
0.178380625,-0.0055,-0.0592,1.0787,1.080
0.179168386,-0.0045,-0.0465,1.0953,1.096
0.179724167,-0.0050,-0.0372,1.1089,1.110
0.180247083,-0.0055,-0.0240,1.1182,1.118
0.180753438,-0.0089,-0.0084,1.1236,1.124
0.181254167,-0.0104,0.0053,1.1319,1.132
0.181736823,-0.0162,0.0141,1.1451,1.145
0.182237136,-0.0221,0.0302,1.1544,1.155
0.1828375,-0.0201,0.0473,1.1583,1.159
0.183427136,-0.0226,0.0532,1.1525,1.154
0.186086823,-0.0143,0.0615,1.1495,1.151
0.189278542,-0.0065,0.0659,1.1387,1.141
0.190142188,0.0155,0.0624,1.1304,1.132
0.192710261,0.0311,0.0615,1.1192,1.121
0.19692875,0.0419,0.0673,1.1089,1.112
0.197751719,0.0482,0.0756,1.0943,1.098
0.19981875,0.0576,0.0855,1.0782,1.083
0.205289792,0.0512,0.0913,1.0582,1.063
0.206117188,0.0556,0.0986,1.0567,1.063
0.208211823,0.0595,0.1045,1.0357,1.043
0.212260052,0.0571,0.0982,1.0303,1.036
0.213117344,0.0712,0.0952,1.0102,1.017
0.215204844,0.0688,0.0683,0.9980,1.003
0.22196349,0.0971,0.0371,0.9971,1.002
0.222966927,0.1289,-0.0025,1.0146,1.023
0.22360625,0.1748,-0.0958,0.9990,1.019
0.230994688,0.2510,-0.2263,1.0190,1.074
0.231820625,0.3214,-0.3915,1.0249,1.143
0.23242625,0.3976,-0.5419,1.0268,1.227
0.233678698,0.4391,-0.6523,1.0464,1.309
0.234444219,0.4328,-0.6964,1.0694,1.348
0.237528906,0.3688,-0.6294,1.0792,1.303
0.24730599,0.2598,-0.4760,1.0738,1.203
0.248403802,0.1391,-0.3079,1.0425,1.096
0.249028021,0.0331,-0.1633,1.0000,1.014
0.249529271,-0.0319,-0.0602,0.9541,0.957
0.250025417,-0.0651,-0.0049,0.9184,0.921
0.252923177,-0.0734,0.0068,0.9066,0.910
0.257820521,-0.0666,0.0009,0.9091,0.912
0.258929948,-0.0524,-0.0250,0.9237,0.926
0.26171125,-0.0338,-0.0787,0.9433,0.947
0.264621979,0.0013,-0.1193,0.9873,0.994
0.265417969,0.0111,-0.1428,1.0357,1.046
0.270883229,0.0179,-0.1750,1.0650,1.079
0.273337083,0.0409,-0.1867,1.1182,1.134
0.274216771,0.0350,-0.1853,1.1656,1.181
0.284918073,0.0175,-0.1735,1.1793,1.192
0.290430313,-0.0026,-0.1452,1.1715,1.180
0.291848906,-0.0426,-0.1051,1.1593,1.165
0.292479167,-0.1052,-0.0646,1.1338,1.141
0.293061511,-0.1741,-0.0250,1.0953,1.109
0.293602552,-0.2600,0.0078,1.0362,1.068
0.294090729,-0.3167,0.0375,0.9707,1.022
0.294944583,-0.3519,0.0566,0.8881,0.957
0.297800104,-0.3446,0.0742,0.8563,0.926
0.298772031,-0.3221,0.0962,0.8568,0.920
0.300829636,-0.2219,0.1069,0.8617,0.896
0.301550677,-0.2053,0.0859,0.8300,0.859
0.305112761,-0.2171,0.0908,0.8045,0.838
0.308909167,-0.2239,0.0913,0.7821,0.819
0.309629115,-0.2327,0.0790,0.7782,0.816
0.312023906,-0.2459,0.0707,0.7786,0.820
0.316704948,-0.2527,0.0620,0.7703,0.813
0.317417552,-0.2532,0.0463,0.7508,0.794
0.320112396,-0.2317,0.0175,0.7899,0.823
0.323497813,-0.2938,-0.0059,0.6350,0.700
0.324461927,-0.2713,-0.0020,0.7024,0.753
0.327651875,-0.1834,-0.0015,0.8393,0.859
0.33178125,-0.1780,0.0019,0.8891,0.907
0.332517552,-0.1878,0.0151,0.9008,0.920
0.335172969,-0.1785,0.0371,0.9252,0.943
0.340281198,-0.1658,0.0532,0.9502,0.966
0.341275417,-0.0861,0.0331,0.9565,0.961
0.3420025,-0.0749,0.0380,0.9580,0.962
0.347387813,-0.0764,0.0585,0.9575,0.962
0.348085104,-0.0895,0.0790,0.9809,0.988
0.352699688,-0.1062,0.1025,1.0141,1.025
0.353380104,-0.0739,0.0879,1.0224,1.029
0.353952708,-0.0602,0.0962,1.0176,1.024
0.357954688,-0.0455,0.1118,1.0132,1.020
0.361522344,-0.0201,0.1157,0.9966,1.003
0.362261667,0.0043,0.1309,0.9951,1.004
0.365215365,0.0282,0.1260,0.9902,0.999
0.369953125,0.0551,0.1177,0.9800,0.989
0.370728333,0.0786,0.1016,0.9707,0.979
0.373132344,0.1025,0.0918,0.9692,0.979
0.376636563,0.1201,0.0771,0.9638,0.974
0.377427344,0.1269,0.0664,0.9638,0.974
0.381163385,0.1323,0.0566,0.9619,0.973
0.383805521,0.1372,0.0483,0.9590,0.970
0.384455677,0.1259,0.0449,0.9604,0.970
0.389223906,0.1259,0.0405,0.9536,0.963
0.395112656,0.1118,0.0458,0.9448,0.952
0.395908438,0.0961,0.0478,0.9331,0.939
0.396466979,0.0727,0.0532,0.9277,0.932
0.400852448,0.0521,0.0605,0.9301,0.934
0.401669063,0.0336,0.0639,0.9282,0.931
0.402263021,0.0150,0.0703,0.9277,0.930
0.40850776,-0.0011,0.0717,0.9316,0.934
0.41145,-0.0089,0.0688,0.9311,0.934
0.412284219,-0.0192,0.0620,0.9272,0.929
0.413883021,-0.0358,0.0585,0.9242,0.927
0.416947344,-0.0431,0.0527,0.9282,0.931
0.41765474,-0.0514,0.0424,0.9267,0.929
0.426070521,-0.0509,0.0302,0.9282,0.930
0.427218438,-0.0529,0.0131,0.9282,0.930
0.427785781,-0.0416,0.0009,0.9277,0.929
0.428336771,-0.0294,-0.0162,0.9242,0.925
0.428864167,-0.0104,-0.0314,0.9218,0.922
0.434506458,-0.0167,-0.0377,0.8329,0.834
0.436515313,-0.0123,-0.0485,0.6838,0.686
0.43733474,0.0052,-0.0636,0.5471,0.551
0.440188698,0.0502,-0.0670,0.5754,0.581
0.444354427,0.1005,-0.0739,0.6970,0.708
0.44520349,0.1293,-0.0700,0.7909,0.804
0.447849896,0.1420,-0.0680,0.8305,0.845
