gFx,gFy,gFz
-0.329,-0.7589,-1.9986
-0.5776,-0.7491,-1.9869
-0.2449,-0.8703,0.1073
0.0937,-1.053,1.0953
-0.1633,-1.5016,0.4596
-0.4159,-2.2223,-0.3266
-0.1673,-2.9718,-1.5135
-0.3246,-1.7928,0.656
-0.1589,-1.1967,0.6017
-0.1648,-0.8923,0.2412
-0.2268,-0.7946,0.3623
-0.0725,-0.7515,-0.6246
-0.2811,-0.6064,-1.0849
-0.5454,-0.5859,-0.8118
-0.5093,-0.7697,-0.4541
-0.1985,-0.67,-0.1551
-0.0138,-0.4926,0.0443
0.1152,-0.3563,-0.2044
0.249,-0.3118,-0.629
0.0385,-0.4505,-0.0588
0.083,-0.6509,-0.0549
0.2534,-0.8502,-0.2689
0.3966,-1.1234,-1.7797
-0.1863,-1.2695,-0.5303
-0.3021,-1.2978,0.0467
-0.1467,-1.5128,-0.2743
-0.3735,-1.9159,-0.4791
-0.6036,-2.3811,-0.7116
-0.3197,-1.7391,-0.6388
-0.2234,-0.7139,-0.3446
-0.1878,-0.3709,-0.1336
-0.2552,-0.1989,-0.0041
-0.3202,-0.2566,0.0844
-0.2635,-0.4653,0.074
-0.2948,-0.605,0.0218
-0.1071,-0.5395,-0.0476
-0.026,-0.3988,-0.0418
0.0013,-0.237,-0.0261
0.0771,-0.177,-0.0471
0.1929,-0.2664,-0.1385
0.1817,-0.5224,-0.4664
-0.0143,-1.1293,-1.8877
-0.3128,-1.0276,-1.5301
-0.501,-0.9192,-1.3756
-0.2767,-0.9876,0.5544
-0.2425,-1.312,0.8383
-0.52,-1.7405,0.3003
-0.4506,-2.4749,-0.5978
-0.2894,-1.9502,-0.0231
-0.0544,-1.311,0.4308
-0.1223,-0.9978,0.2417
-0.093,-0.8112,-0.2054
-0.1614,-0.9886,-0.6339
-0.0905,-0.928,-0.5015
-0.221,-0.8302,-0.2499
-0.4067,-0.6749,-0.2831
-0.4628,-0.5493,-0.2968
-0.2752,-0.5048,-0.18
0.0331,-0.519,-0.1243
0.2447,-0.582,-0.1908
0.3263,-0.5781,-0.8054
-0.0998,-0.5209,-0.4043
-0.0705,-0.5703,0.0399
0.23,-0.7926,-0.0364
0.5266,-1.0691,-1.079
0.5442,-1.267,-0.9466
0.1934,-1.549,-0.1898
-0.0441,-1.8094,-0.3594
-0.4028,-1.8011,-0.4272
-0.7623,-2.0127,-0.3246
-0.4736,-1.9814,-0.3633
-0.2752,-1.6623,-0.629
-0.4853,-1.2758,-0.3994
-0.5239,-0.9333,-0.1707
-0.4849,-0.6749,-0.1346
-0.4623,-0.4643,-0.0569
-0.3246,-0.3084,-0.0813
-0.308,-0.1315,0.0335
-0.2674,-0.1066,0.1083
-0.2351,-0.1359,0.1146
-0.1403,-0.2581,-0.0501
-0.0309,-0.5043,-0.0715
0.1362,-0.8229,-0.3202
0.2706,-1.3755,-1.1895
0.6937,-1.8881,-2.1667
0.5417,-1.336,-1.424
-0.3695,-0.839,0.5939
-0.8132,-1.1669,0.0594
-0.7848,-1.1698,-0.0452
-0.5049,-0.8312,0.3589
-0.5327,-0.6783,0.3536
-0.5508,-0.9148,0.122
-0.2464,-1.1556,-0.1966
-0.0944,-1.034,-0.2919
-0.0725,-0.8982,-0.4028
0.188,-0.8341,-0.7614
0.2515,-0.6802,-0.675
0.1225,-0.6094,-0.3134
-0.0416,-0.5718,-0.0886
0.0355,-0.4911,-0.224
-0.2767,-0.5077,-0.4971
-0.4369,-0.6905,-0.2948
-0.2498,-0.7799,-0.6149
-0.1907,-0.6553,-0.6403
-0.1765,-0.6494,-0.5577
0.0023,-0.7633,-0.4659
0.249,-0.8375,-0.6324
0.3561,-0.8361,-0.4981
0.2745,-0.8947,-1.0771
-0.2644,-1.0491,-0.4751
-0.6124,-1.0892,0.4952
-0.6216,-1.5636,0.5671
-0.6715,-2.0268,0.2314
-0.2914,-1.505,-0.954
-0.176,-0.5488,-0.6281
-0.0118,-0.2556,-0.1717
0.0448,-0.2503,0.0018
-0.1208,-0.4237,0.056
-0.045,-0.5473,-0.0374
-0.0632,-0.5635,-0.0569
-0.0827,-0.5444,-0.1047
-0.1418,-0.37,-0.7097
0.0703,-0.5375,-1.0829
0.0678,-0.9148,-2.1476
0.0165,-1.2534,-0.8308
-0.1579,-1.2065,1.1891
-0.35,-1.4879,0.4874
-0.8508,-2.8848,-2.369
-0.6177,-1.7816,0.1899
-0.1022,-1.0096,0.5388
-0.0729,-0.7785,0.4078
-0.2532,-0.6871,0.1962
-0.3421,-0.6759,0.1561
-0.1374,-0.7907,-1.0585
-0.0465,-0.8551,-0.9061
0.101,-0.8864,-0.5098
0.0458,-0.7335,-0.5435
-0.0289,-0.5957,-0.545
-0.1135,-0.6455,-0.5435
0.0248,-0.8439,-0.4243
0.1748,-0.799,-0.7229
-0.0988,-0.5835,-1.1548
-0.2948,-0.7247,-0.2035
-0.2649,-1.0848,-0.2826
-0.3377,-1.2436,-0.0691
-0.3163,-1.3648,0.1962
-0.2273,-1.8417,-0.288
0.1049,-2.086,-1.0829
-0.1135,-1.0813,-0.5685
-0.2962,-0.5156,-0.1033
-0.3294,-0.3797,0.0198
-0.3504,-0.3352,0.0369
-0.3407,-0.3055,-0.0031
-0.2332,-0.261,-0.0525
-0.0661,-0.2121,-0.0833
0.0712,-0.1901,-0.1243
0.0541,-0.2248,-0.1287
0.0013,-0.3568,-0.2431
0.0292,-0.9426,-0.844
0.1582,-1.5236,-1.7577
-0.1037,-1.3384,-1.9326
-0.4228,-0.9587,-0.2665
-0.394,-0.8972,0.7401
-0.8034,-1.3233,0.0032
-0.8132,-2.0894,-0.3789
-0.2171,-1.5524,0.2002
0.5037,-1.3213,-0.6696
0.0898,-1.2138,-0.0794
