gFx,gFy,gFz
-0.5987,-1.8167,-0.2371
-0.2454,-1.7967,-0.7727
-0.0754,-1.1713,-0.7502
-0.1804,-0.7941,-0.2616
-0.2566,-0.5317,-0.0212
-0.2967,-0.3294,0.0775
-0.3548,-0.2072,0.053
-0.3793,-0.2439,-0.0261
-0.1995,-0.454,-0.0095
0.0204,-0.5273,-0.0686
0.0654,-0.4687,-0.0632
0.0727,-0.3954,-0.072
0.016,-0.3451,-0.182
-0.1516,-0.3587,-0.5851
-0.3857,-0.5742,-1.3346
-0.1619,-1.1127,-1.5599
-0.1677,-1.1151,-1.1069
-0.5088,-0.7213,-0.6701
-0.7243,-0.5478,-0.867
-0.585,-1.2016,-1.5965
-0.0974,-1.3965,1.3836
-0.1047,-1.6218,1.1099
-0.456,-1.6809,0.3706
-0.5063,-1.8099,0.162
-0.3974,-1.5431,-0.1453
-0.2835,-1.1493,0.1791
-0.1584,-0.9216,-0.1991
-0.1687,-1.2026,-0.5773
-0.0392,-1.3696,-0.415
-0.1702,-1.335,-0.1766
-0.3119,-1.0721,-0.1541
-0.2772,-0.7193,-0.2646
-0.1398,-0.41,-0.4947
0.0688,-0.2346,-0.4258
0.1699,-0.1207,-0.2455
0.061,-0.0983,-0.2347
-0.1853,-0.1207,-0.4937
-0.2268,-0.517,-0.6686
-0.1018,-0.7203,-0.3784
-0.0695,-0.8004,-0.1976
-0.0245,-0.7286,-0.1233
-0.0978,-0.7135,-0.1883
-0.0338,-0.841,-0.3212
0.1997,-0.9133,-0.4556
0.4284,-1.0589,-0.502
0.3551,-1.5534,-0.4522
0.1269,-1.8847,-0.3657
-0.2351,-2.1241,-0.3779
-0.6754,-2.2682,-0.4629
-0.8586,-2.2379,-0.2313
-0.7033,-1.8602,-0.2797
-0.1746,-1.422,-0.9593
-0.2747,-1.1341,-0.4009
-0.5059,-0.7252,0.0628
-0.4614,-0.4511,0.2553
-0.2874,-0.348,0.3482
-0.1931,-0.283,0.4347
-0.1179,-0.2326,0.3912
-0.0788,-0.2004,0.2451
-0.0431,-0.1305,0.0286
-0.006,0.0107,-0.0916
0.0732,0.0517,0.0037
0.0532,-0.0157,0.0521
0.1049,-0.0519,-0.0378
0.1425,-0.2063,-0.1942
-0.221,-0.7877,-0.7849
-0.3964,-1.3135,-2.0094
-0.2478,-1.4298,-1.0292
-0.5083,-1.4674,-1.2593
-0.4677,-1.8822,-0.5489
0.0375,-1.4371,1.1544
-0.3631,-1.3247,0.3008
-0.3661,-1.7508,-0.5181
-0.3837,-1.4434,0.099
-0.1335,-1.2451,0.1522
-0.2156,-0.968,0.1112
-0.2684,-1.0779,-0.2655
-0.1564,-1.2529,-0.5773
0.0404,-1.0213,-0.4512
0.0605,-0.7139,-0.4116
-0.2097,-0.5405,-0.2401
-0.3382,-0.5586,-0.0486
-0.1736,-0.4697,-0.1693
0.0976,-0.3753,-0.5905
0.1162,-0.4731,-0.8875
-0.072,-0.4061,-0.4615
0.0336,-0.456,0.0257
0.167,-0.8092,0.1015
0.3512,-1.1805,-0.2548
0.5437,-1.2426,-1.2379
0.3141,-1.0281,-0.3329
0.209,-1.3057,-0.3554
-0.1506,-1.547,-0.6295
-0.5806,-1.5714,-0.3974
-0.9641,-1.8104,-0.5225
-0.6436,-1.8768,-0.6765
-0.1462,-1.2778,-0.5533
-0.1682,-0.8395,-0.3153
-0.2684,-0.7115,-0.245
-0.2664,-0.6934,-0.2059
-0.2576,-0.6011,-0.0706
-0.2346,-0.4496,0.0609
-0.1902,-0.3118,0.1688
-0.1042,-0.1564,0.208
-0.0475,-0.0176,0.2524
0.0834,0.0239,0.2216
0.1069,-0.0049,0.1796
0.0537,-0.1325,0.0922
-0.1213,-0.3641,-0.1991
-0.2977,-1.0179,-1.0947
-0.453,-1.8451,-2.9412
-0.7316,-1.4991,-2.4667
-0.1736,-0.7574,1.1666
-0.367,-0.8683,0.8759
-0.6055,-1.6477,0.1791
-0.5102,-2.3449,-0.0588
-0.5376,-2.3039,0.0912
-0.2356,-1.4718,0.4049
-0.0822,-0.9128,0.2226
0.0414,-0.626,-0.8411
0.0145,-0.9827,-1.1006
0.0771,-0.8439,-0.4106
-0.0426,-0.6915,-0.138
-0.1716,-0.5434,-0.2606
-0.4047,-0.4203,-0.4341
-0.4462,-0.3963,-0.3662
-0.1829,-0.5141,-0.33
0.06,-0.604,-0.5113
-0.07,-0.6817,-0.4888
-0.0822,-0.6494,0.079
-0.0031,-0.7291,0.1039
0.2202,-0.7457,-0.1942
0.2877,-0.8703,-1.2354
-0.0118,-1.1092,-0.4053
-0.0666,-1.5324,-0.4116
-0.1858,-1.6995,-0.2733
-0.3886,-1.8676,-0.3358
-0.7374,-2.0136,-0.6027
-0.412,-1.6877,-0.6921
-0.0299,-1.098,-0.5958
-0.1188,-0.6675,-0.2401
-0.306,-0.4437,0.012
-0.3402,-0.3138,0.0779
-0.2655,-0.2693,0.0853
-0.2488,-0.2277,0.0399
-0.1843,-0.2082,0.034
-0.0035,-0.2336,0.056
0.1445,-0.3406,-0.0408
0.2271,-0.3954,-0.0222
0.2647,-0.3885,-0.0501
0.1025,-0.5297,-0.1106
-0.1228,-0.8224,-0.4727
-0.1839,-1.3755,-2.0939
-0.541,-1.2221,-1.6346
-0.8532,-1.1591,-1.6639
-0.3925,-1.0672,0.5549
-0.4296,-1.2563,0.9336
-0.9383,-1.6409,-1.1509
-0.4081,-1.9804,0.291
0.3018,-1.9257,-0.222
0.3419,-1.3848,0.2768
-0.0509,-1.2094,0.3042
-0.0578,-1.0301,-0.2445
-0.2738,-0.838,-0.5201
-0.3309,-0.7022,-0.3007
-0.3866,-0.6421,-0.2611
-0.3925,-0.5981,-0.396
-0.2992,-0.4623,-0.6373
-0.1364,-0.3563,-0.6017
-0.0006,-0.412,-0.3564
0.1035,-0.4501,-0.3007
0.0839,-0.4555,-0.373
-0.2478,-0.5253,-0.0217
-0.2332,-0.6715,0.1137
-0.1511,-0.841,-0.0393
0.0898,-1.1195,-0.6305
0.315,-1.1923,-0.7214
0.5193,-1.1425,-0.4869
0.4001,-1.288,-0.504
0.0399,-1.5724,-0.4756
-0.3656,-1.5627,-0.6901
-0.7096,-1.5475,-0.4404
-0.9876,-1.8334,-0.6383
-0.5781,-1.6228,-0.4341
-0.1369,-0.9592,-0.2733
-0.2302,-0.5444,-0.0735
-0.2879,-0.3553,0.0252
-0.3333,-0.2776,-0.0266
-0.2473,-0.2937,-0.0691
-0.1008,-0.3225,0.0076
-0.0275,-0.3064,0.0844
-0.0153,-0.3035,0.0912
0.0512,-0.3993,0.0296
0.0541,-0.5561,0.1391
0.0433,-0.5156,0.1332
-0.0153,-0.4374,-0.0202
-0.305,-0.6011,-0.3813
-0.6842,-1.3296,-2.561
-0.7057,-1.0975,-1.8618
-0.8484,-0.8537,-1.5965
-0.114,-0.904,0.7733
-0.046,-1.2172,0.8759
-0.4028,-1.7581,0.2529
-0.176,-2.4143,-0.3012
-0.2816,-2.0117,0.1659
-0.1135,-1.3526,0.3008
-0.2088,-0.9406,0.2094
-0.2918,-0.7003,-0.1956
-0.285,-1.0506,-0.5298
-0.1228,-0.9441,-0.6706
-0.0734,-0.7345,-0.4277
-0.2801,-0.5674,-0.4561
-0.3754,-0.5219,-0.3486
-0.1804,-0.518,-0.1038
0.0419,-0.4955,-0.0031
0.2281,-0.4173,-0.2103
0.3556,-0.4721,-0.7204
0.0258,-0.5952,-0.3378
-0.0299,-0.7042,-0.095
0.0516,-0.8522,-0.7365
0.1264,-0.8444,-0.9403
0.189,-0.9636,-0.2821
0.2622,-1.2475,-0.1057
0.2183,-1.5529,-0.4443
-0.1535,-1.8793,-0.7478
-0.5581,-2.1211,-0.5758
-0.3104,-1.8744,-0.5396
-0.0182,-1.034,-0.5108
-0.2053,-0.6905,-0.393
-0.4052,-0.6675,-0.3393
-0.3607,-0.5913,-0.2504
-0.3377,-0.5596,-0.1199
-0.2928,-0.4999,-0.0901
-0.1819,-0.4193,-0.0378
-0.0539,-0.3988,0.0203
-0.0534,-0.388,-0.0119
-0.09,-0.3426,-0.0652
-0.0407,-0.4144,-0.0877
0.0414,-0.4926,-0.2098
-0.0598,-0.585,-0.5988
-0.2,-0.8131,-1.1108
-0.2273,-1.0242,-1.3366
-0.221,-0.9314,-1.1128
-0.2556,-0.7647,-0.6515
-0.2351,-0.6621,-0.6711
-0.4076,-0.6597,-1.9483
-0.154,-1.1034,-0.006
-0.3153,-1.2875,1.1949
-0.9529,-2.0806,0.1889
-0.4394,-1.8216,-0.2875
-0.346,-1.484,0.3091
-0.2914,-1.2929,0.4444
-0.1013,-1.1644,0.0169
-0.0358,-1.0823,-0.5646
-0.0284,-0.992,-0.4766
-0.1765,-0.8473,-0.4057
-0.543,-0.839,-0.354
-0.5493,-0.9314,-0.2352
-0.3275,-0.8977,-0.2279
-0.0001,-0.7345,-0.309
0.1753,-0.5801,-0.4292
0.2554,-0.4437,-0.5494
0.1547,-0.3963,-0.4272
0.0248,-0.5532,-0.2641
-0.0172,-0.7481,-0.2386
-0.0494,-0.754,-0.4077
-0.393,-0.5757,-0.6652
-0.4985,-0.4398,-0.1126
-0.3695,-0.4936,0.0091
-0.1071,-0.6504,-0.1742
0.2578,-0.9519,-0.4155
0.5535,-1.1893,-0.6765
0.678,-1.1987,-0.5435
0.5041,-1.2841,-0.3735
0.1675,-1.6389,-0.3852
-0.0642,-1.8133,-0.4018
-0.3285,-1.8622,-0.1995
-0.5806,-1.9169,-0.1038
-0.3275,-1.7703,-0.3207
-0.176,-1.5607,-0.7429
-0.4145,-1.2622,-0.7146
-0.4961,-0.9299,-0.3515
-0.4936,-0.6567,-0.1155
-0.3857,-0.5073,-0.0359
-0.3172,-0.3944,0.0779
-0.2909,-0.2727,0.1884
-0.2493,-0.1882,0.249
-0.2078,-0.0973,0.2451
-0.1506,-0.0382,0.1415
-0.0783,0.0087,0.0839
0.0321,-0.0098,0.0535
0.144,-0.2556,-0.0197
0.1264,-0.5326,0.0618
0.166,-0.7115,-0.032
0.0888,-0.9099,-0.3061
-0.4594,-1.2426,-2.0015
-0.5688,-1.2949,-1.9913
-0.9588,-1.0184,-1.8168
-0.6529,-1.2929,0.0189
-0.0343,-1.1703,1.256
-0.4242,-1.5553,0.2265
